age,job,marital,education,default,housing,loan
56,blue-collar,married,basic.4y,unknown,no,no
37,entrepreneur,single,university.degree,no,no,no
43,technician,single,professional.course,no,no,no
41,housemaid,married,high.school,no,yes,no
55,unemployed,single,basic.4y,unknown,unknown,unknown
43,technician,single,professional.course,no,no,no
29,unknown,married,university.degree,no,unknown,unknown
31,services,married,high.school,no,yes,no
39,admin.,single,university.degree,no,no,no
38,blue-collar,single,basic.9y,unknown,yes,no
56,admin.,married,high.school,no,yes,no
36,entrepreneur,married,unknown,unknown,yes,no
54,management,married,basic.4y,unknown,no,no
34,admin.,married,university.degree,no,yes,no
28,services,single,basic.9y,unknown,yes,no
34,blue-collar,married,basic.4y,no,yes,no
45,blue-collar,married,basic.9y,no,yes,no
59,admin.,married,university.degree,no,yes,no
46,blue-collar,married,professional.course,no,yes,no
25,blue-collar,married,basic.9y,no,yes,no
33,admin.,divorced,university.degree,no,no,yes
27,admin.,married,university.degree,no,yes,no
33,admin.,divorced,university.degree,no,no,no
56,blue-collar,married,basic.4y,unknown,yes,no
25,admin.,married,high.school,no,yes,no
30,housemaid,married,high.school,unknown,yes,no
38,blue-collar,divorced,basic.9y,no,no,yes
37,self-employed,single,university.degree,unknown,yes,no
58,entrepreneur,married,university.degree,unknown,no,no
28,blue-collar,married,basic.6y,unknown,no,no
42,blue-collar,married,basic.9y,unknown,no,no
36,technician,single,professional.course,unknown,no,no
52,management,married,professional.course,no,unknown,unknown
33,technician,single,high.school,no,no,yes
33,management,single,university.degree,no,no,no
29,blue-collar,single,high.school,unknown,no,no
34,blue-collar,married,basic.9y,no,yes,no
50,management,single,university.degree,no,yes,no
38,management,married,university.degree,no,no,no
33,services,married,high.school,no,no,no
42,admin.,married,university.degree,no,no,no
52,self-employed,married,university.degree,no,yes,no
28,blue-collar,married,basic.9y,unknown,yes,no
56,services,married,high.school,unknown,yes,no
35,technician,married,professional.course,no,no,no
33,admin.,married,high.school,unknown,yes,no
32,blue-collar,married,basic.9y,no,yes,no
50,retired,married,basic.4y,unknown,yes,no
29,admin.,single,basic.9y,unknown,no,no
30,technician,married,professional.course,no,no,yes
46,blue-collar,married,basic.9y,no,yes,yes
26,admin.,single,high.school,unknown,yes,no
34,admin.,single,basic.9y,no,no,no
46,self-employed,married,basic.9y,unknown,yes,no
33,management,married,high.school,no,yes,no
50,housemaid,divorced,high.school,no,no,no
31,technician,single,basic.9y,unknown,no,no
48,blue-collar,married,professional.course,no,no,no
57,entrepreneur,married,high.school,unknown,yes,no
45,admin.,divorced,basic.9y,unknown,no,no
50,services,married,professional.course,unknown,yes,no
44,unknown,single,basic.9y,unknown,unknown,unknown
44,services,married,high.school,no,no,no
32,services,married,high.school,no,yes,no
37,housemaid,single,basic.9y,unknown,yes,yes
34,admin.,single,high.school,no,no,no
27,services,married,basic.9y,no,yes,no
40,housemaid,single,university.degree,no,yes,no
39,services,married,high.school,unknown,no,yes
29,admin.,married,high.school,no,yes,no
34,blue-collar,married,basic.6y,unknown,yes,yes
25,blue-collar,married,basic.9y,no,no,no
29,services,married,basic.9y,no,no,no
44,technician,single,professional.course,no,no,no
33,admin.,single,university.degree,no,yes,no
33,blue-collar,married,basic.4y,no,yes,no
40,blue-collar,married,high.school,no,no,no
59,retired,married,basic.4y,unknown,no,no
38,technician,single,professional.course,no,no,no
41,blue-collar,married,basic.6y,unknown,no,no
33,services,married,high.school,no,yes,no
36,admin.,married,high.school,no,yes,no
48,admin.,married,basic.9y,no,no,yes
44,services,divorced,high.school,unknown,yes,no
50,blue-collar,divorced,basic.9y,no,no,no
35,self-employed,married,professional.course,no,no,no
51,entrepreneur,married,basic.4y,unknown,no,no
24,blue-collar,married,basic.9y,no,yes,yes
32,management,married,high.school,no,yes,no
56,services,divorced,high.school,unknown,no,no
50,technician,married,university.degree,no,yes,no
38,blue-collar,married,high.school,no,no,no
25,self-employed,single,university.degree,no,unknown,unknown
28,services,single,high.school,no,unknown,unknown
41,blue-collar,married,basic.4y,no,no,no
34,blue-collar,married,unknown,unknown,unknown,unknown
27,services,single,high.school,no,no,no
31,admin.,married,university.degree,unknown,no,no
39,housemaid,married,basic.4y,no,yes,yes
26,entrepreneur,married,unknown,no,no,no
37,blue-collar,married,basic.6y,unknown,yes,yes
25,student,single,high.school,no,no,no
33,services,married,high.school,no,yes,no
40,blue-collar,married,unknown,no,no,no
37,entrepreneur,single,university.degree,no,no,no
46,housemaid,married,basic.9y,no,no,no
53,admin.,divorced,high.school,no,yes,no
32,unemployed,married,basic.9y,no,no,no
43,services,divorced,basic.9y,no,yes,no
38,technician,single,professional.course,no,yes,no
26,technician,married,professional.course,no,yes,no
52,blue-collar,single,basic.9y,unknown,yes,no
54,admin.,married,basic.4y,unknown,no,no
51,services,married,professional.course,unknown,no,no
42,admin.,married,basic.9y,no,yes,no
41,management,single,unknown,no,no,no
26,services,single,high.school,no,no,no
38,housemaid,married,basic.6y,unknown,yes,no
54,technician,married,unknown,unknown,no,no
41,blue-collar,divorced,basic.4y,no,no,no
26,blue-collar,single,high.school,no,no,no
43,management,married,basic.4y,no,yes,no
28,technician,single,professional.course,no,yes,no
35,technician,divorced,professional.course,no,no,yes
45,admin.,married,high.school,no,no,yes
40,admin.,married,high.school,no,no,no
37,technician,married,professional.course,no,yes,no
52,technician,married,university.degree,no,no,no
36,admin.,married,high.school,no,yes,no
40,blue-collar,married,basic.9y,unknown,yes,no
43,blue-collar,married,basic.4y,no,yes,no
36,blue-collar,married,basic.6y,unknown,no,no
36,blue-collar,single,high.school,no,no,yes
43,blue-collar,married,basic.4y,unknown,yes,yes
44,blue-collar,married,basic.9y,unknown,yes,no
49,blue-collar,married,professional.course,unknown,no,no
56,retired,married,basic.4y,unknown,yes,yes
39,blue-collar,divorced,basic.9y,no,no,no
29,blue-collar,married,professional.course,unknown,yes,no
41,admin.,single,university.degree,unknown,no,no
47,admin.,married,university.degree,no,yes,no
38,blue-collar,married,basic.6y,unknown,yes,no
36,technician,married,high.school,no,yes,no
46,technician,divorced,professional.course,no,yes,no
47,services,divorced,high.school,no,yes,no
47,blue-collar,single,basic.4y,no,yes,no
42,self-employed,married,university.degree,no,yes,no
42,management,married,university.degree,unknown,yes,no
59,management,married,university.degree,no,no,no
33,unemployed,married,professional.course,unknown,yes,no
48,entrepreneur,married,high.school,no,yes,no
53,technician,single,professional.course,no,yes,no
57,blue-collar,married,unknown,unknown,unknown,unknown
34,services,married,high.school,unknown,yes,no
51,services,divorced,professional.course,no,yes,no
39,blue-collar,married,basic.6y,unknown,yes,no
45,unknown,married,unknown,unknown,no,no
37,admin.,married,high.school,no,yes,no
44,blue-collar,married,basic.6y,no,yes,no
48,admin.,married,university.degree,no,no,yes
59,retired,married,university.degree,unknown,no,no
44,admin.,single,high.school,no,no,no
50,blue-collar,married,basic.9y,unknown,yes,no
35,services,married,high.school,no,yes,no
53,self-employed,married,university.degree,no,no,no
41,technician,married,professional.course,unknown,no,no
55,admin.,married,high.school,no,yes,yes
36,blue-collar,married,basic.4y,unknown,no,no
37,blue-collar,married,basic.4y,no,yes,no
36,management,divorced,high.school,no,no,no
45,management,married,basic.9y,no,yes,yes
35,admin.,single,basic.6y,no,yes,no
32,admin.,married,high.school,no,yes,no
43,blue-collar,married,basic.6y,unknown,yes,no
36,entrepreneur,married,university.degree,no,yes,no
55,admin.,divorced,university.degree,no,yes,no
55,technician,divorced,professional.course,unknown,yes,no
54,services,married,basic.4y,unknown,yes,no
39,housemaid,married,university.degree,no,yes,no
40,technician,married,professional.course,unknown,no,no
49,services,married,high.school,unknown,unknown,unknown
45,unemployed,married,high.school,unknown,no,no
32,admin.,single,university.degree,no,no,no
57,management,divorced,university.degree,no,yes,no
41,admin.,divorced,high.school,no,no,no
24,services,single,high.school,no,no,no
49,management,divorced,high.school,unknown,yes,no
49,management,divorced,high.school,unknown,no,no
59,retired,single,university.degree,no,no,no
44,blue-collar,married,professional.course,no,no,no
43,management,married,basic.6y,unknown,no,no
59,blue-collar,married,basic.4y,unknown,no,no
36,unemployed,married,unknown,unknown,no,no
49,technician,divorced,basic.9y,unknown,yes,no
39,entrepreneur,divorced,high.school,no,no,no
39,entrepreneur,divorced,high.school,no,no,no
33,blue-collar,single,high.school,no,no,no
42,blue-collar,married,professional.course,no,yes,no
33,management,married,university.degree,no,no,no
51,blue-collar,married,basic.4y,unknown,no,no
29,management,single,university.degree,no,yes,yes
35,admin.,married,university.degree,no,yes,no
29,student,single,high.school,unknown,no,no
34,management,married,university.degree,unknown,no,no
33,services,married,high.school,unknown,no,no
54,management,divorced,university.degree,no,no,no
56,services,divorced,high.school,unknown,no,no
34,blue-collar,married,basic.4y,no,yes,no
51,blue-collar,married,basic.4y,no,yes,yes
33,blue-collar,married,professional.course,no,no,no
39,admin.,married,university.degree,no,no,no
32,blue-collar,married,professional.course,no,no,no
37,admin.,married,university.degree,unknown,yes,no
47,technician,divorced,university.degree,no,no,no
26,technician,married,university.degree,no,no,no
26,self-employed,married,university.degree,no,no,no
25,blue-collar,married,high.school,no,no,no
52,entrepreneur,married,university.degree,unknown,no,no
59,blue-collar,married,basic.4y,unknown,no,no
39,blue-collar,divorced,high.school,no,no,no
31,blue-collar,married,basic.4y,unknown,no,no
56,housemaid,divorced,basic.4y,unknown,no,no
29,technician,single,university.degree,no,no,no
36,technician,married,university.degree,no,yes,yes
44,blue-collar,married,basic.4y,unknown,no,no
31,admin.,divorced,high.school,no,no,no
40,housemaid,single,university.degree,no,no,yes
34,technician,single,university.degree,unknown,no,no
56,entrepreneur,married,basic.4y,no,no,no
46,blue-collar,married,basic.4y,unknown,no,yes
38,services,divorced,high.school,no,no,no
42,management,married,university.degree,no,yes,no
42,management,married,university.degree,no,no,no
40,services,married,high.school,unknown,no,no
47,blue-collar,married,basic.4y,unknown,no,no
44,blue-collar,married,professional.course,unknown,yes,no
48,services,married,high.school,no,no,no
36,blue-collar,single,basic.9y,no,yes,no
31,blue-collar,married,basic.9y,unknown,yes,no
30,technician,married,university.degree,no,no,no
29,admin.,single,basic.9y,unknown,no,no
40,self-employed,married,university.degree,unknown,no,no
39,unemployed,married,university.degree,no,yes,no
35,technician,married,professional.course,no,yes,no
33,entrepreneur,married,high.school,no,no,no
48,unemployed,married,high.school,unknown,yes,yes
39,technician,married,professional.course,no,yes,no
41,admin.,married,university.degree,no,yes,yes
28,management,single,unknown,no,no,no
34,housemaid,married,university.degree,no,no,no
41,admin.,single,unknown,no,yes,yes
27,admin.,single,high.school,unknown,unknown,unknown
27,blue-collar,married,basic.9y,unknown,no,no
30,technician,single,professional.course,no,no,no
41,services,married,high.school,unknown,yes,yes
38,blue-collar,married,professional.course,no,no,no
37,entrepreneur,single,university.degree,no,yes,no
34,admin.,single,university.degree,no,yes,no
33,technician,married,basic.9y,no,yes,no
36,blue-collar,single,basic.9y,unknown,yes,no
33,technician,married,basic.9y,no,yes,no
36,technician,married,high.school,no,yes,no
33,technician,married,basic.9y,no,no,no
28,student,single,university.degree,unknown,yes,no
28,student,single,university.degree,unknown,yes,no
38,technician,married,professional.course,no,no,no
50,management,divorced,professional.course,no,no,no
32,management,married,high.school,no,yes,no
45,blue-collar,married,basic.4y,no,no,no
36,admin.,married,university.degree,no,no,no
30,blue-collar,single,basic.9y,unknown,unknown,unknown
41,blue-collar,married,basic.9y,unknown,no,no
34,blue-collar,single,basic.6y,unknown,yes,no
57,retired,single,high.school,no,no,no
50,blue-collar,married,high.school,unknown,no,no
57,retired,single,high.school,no,yes,yes
32,blue-collar,married,basic.4y,unknown,no,no
44,blue-collar,married,basic.4y,no,yes,yes
57,retired,single,high.school,no,unknown,unknown
46,technician,married,basic.9y,no,no,no
44,services,married,basic.4y,unknown,yes,no
32,blue-collar,single,basic.9y,no,no,no
41,entrepreneur,married,basic.6y,no,no,no
38,unemployed,married,basic.9y,unknown,no,no
33,technician,married,basic.9y,no,no,no
30,blue-collar,single,basic.9y,no,yes,yes
37,blue-collar,divorced,basic.4y,unknown,yes,no
51,blue-collar,married,basic.9y,no,no,no
52,management,married,university.degree,unknown,no,no
39,blue-collar,married,basic.9y,no,no,no
50,management,married,basic.9y,no,no,no
53,retired,divorced,basic.4y,no,no,no
51,technician,married,professional.course,no,yes,yes
40,admin.,single,university.degree,no,yes,no
55,blue-collar,married,basic.4y,unknown,yes,no
42,unemployed,married,basic.4y,unknown,yes,no
47,admin.,divorced,university.degree,no,yes,no
33,blue-collar,married,basic.9y,unknown,yes,no
37,self-employed,divorced,university.degree,no,yes,yes
37,self-employed,divorced,university.degree,no,yes,no
45,blue-collar,married,basic.4y,unknown,yes,no
30,admin.,single,high.school,no,unknown,unknown
30,admin.,single,high.school,no,no,no
38,blue-collar,married,basic.6y,no,no,no
31,services,married,high.school,no,yes,no
48,blue-collar,married,basic.9y,no,yes,no
29,admin.,single,high.school,no,yes,no
44,blue-collar,married,basic.9y,unknown,yes,no
38,blue-collar,single,basic.9y,unknown,yes,no
48,blue-collar,married,basic.9y,no,yes,no
41,blue-collar,married,basic.4y,no,yes,no
32,services,married,high.school,no,unknown,unknown
56,admin.,married,high.school,no,yes,no
39,technician,married,university.degree,no,yes,no
33,technician,married,professional.course,no,yes,no
31,admin.,married,high.school,no,no,no
54,retired,divorced,professional.course,no,no,no
26,services,divorced,professional.course,no,no,no
54,blue-collar,married,professional.course,unknown,yes,yes
45,management,married,professional.course,no,no,no
41,blue-collar,divorced,basic.6y,no,yes,no
35,admin.,single,university.degree,no,no,yes
28,admin.,married,high.school,no,yes,no
34,self-employed,married,university.degree,no,yes,yes
57,retired,single,high.school,no,no,no
35,admin.,married,high.school,unknown,no,no
39,technician,married,basic.6y,no,no,yes
30,services,married,professional.course,unknown,no,no
35,blue-collar,married,basic.9y,no,no,no
58,management,married,university.degree,no,no,no
34,blue-collar,married,basic.9y,no,no,yes
29,management,single,university.degree,no,yes,no
37,admin.,married,basic.4y,no,yes,no
25,blue-collar,married,basic.9y,no,yes,no
31,blue-collar,married,basic.9y,no,unknown,unknown
56,admin.,married,basic.9y,unknown,no,no
39,services,married,professional.course,no,no,no
27,blue-collar,married,basic.9y,unknown,no,no
52,management,married,university.degree,unknown,no,no
39,technician,married,university.degree,no,yes,no
34,management,single,university.degree,no,no,no
47,services,divorced,high.school,no,no,no
31,blue-collar,married,basic.6y,no,yes,no
33,admin.,married,high.school,no,yes,yes
36,blue-collar,married,basic.6y,unknown,no,no
31,services,single,high.school,no,unknown,unknown
36,blue-collar,married,basic.6y,unknown,yes,no
57,blue-collar,married,basic.4y,unknown,yes,no
41,management,married,high.school,no,no,no
40,admin.,married,basic.9y,unknown,yes,yes
40,services,married,high.school,unknown,yes,no
29,blue-collar,married,basic.9y,no,no,no
39,blue-collar,married,basic.9y,no,no,no
31,blue-collar,single,high.school,unknown,yes,no
50,blue-collar,married,basic.4y,unknown,yes,no
47,blue-collar,married,basic.4y,no,unknown,unknown
37,admin.,married,unknown,no,no,no
37,admin.,married,high.school,no,yes,no
32,unemployed,married,basic.9y,no,unknown,unknown
56,admin.,married,high.school,no,yes,yes
36,services,married,high.school,unknown,yes,no
51,technician,married,professional.course,no,yes,no
47,blue-collar,divorced,basic.4y,no,no,yes
54,technician,married,university.degree,unknown,no,yes
41,blue-collar,married,basic.4y,unknown,no,no
44,blue-collar,married,high.school,unknown,yes,no
41,admin.,single,university.degree,unknown,yes,yes
57,services,divorced,high.school,no,no,no
44,blue-collar,married,high.school,no,no,no
42,admin.,single,unknown,no,no,no
46,admin.,divorced,university.degree,unknown,no,no
35,services,married,high.school,no,no,no
54,unknown,married,unknown,unknown,no,no
35,admin.,single,basic.4y,unknown,no,no
37,technician,married,basic.9y,unknown,yes,no
52,housemaid,married,basic.4y,unknown,yes,no
41,admin.,married,basic.9y,unknown,yes,no
31,technician,married,professional.course,no,no,no
40,blue-collar,divorced,basic.6y,no,no,no
45,entrepreneur,married,basic.9y,no,no,no
47,management,married,university.degree,no,no,no
39,admin.,married,high.school,no,unknown,unknown
45,admin.,divorced,university.degree,unknown,yes,no
26,admin.,single,high.school,no,yes,no
36,blue-collar,single,basic.4y,no,yes,no
33,blue-collar,married,basic.9y,no,no,no
38,management,married,university.degree,no,yes,no
50,blue-collar,married,basic.4y,unknown,yes,no
37,blue-collar,single,high.school,no,no,no
39,blue-collar,married,basic.9y,no,no,no
36,admin.,single,high.school,no,yes,yes
35,admin.,married,high.school,no,yes,no
31,blue-collar,married,basic.9y,no,yes,no
31,unemployed,single,professional.course,no,no,no
32,blue-collar,married,basic.9y,no,no,no
51,entrepreneur,divorced,unknown,no,yes,no
39,blue-collar,divorced,basic.9y,no,yes,no
25,services,married,high.school,no,yes,no
40,housemaid,single,university.degree,no,no,no
28,services,married,high.school,no,yes,no
29,management,married,university.degree,no,no,no
57,blue-collar,married,professional.course,unknown,unknown,unknown
53,blue-collar,married,basic.9y,unknown,no,no
39,blue-collar,married,basic.9y,unknown,no,no
60,technician,divorced,professional.course,unknown,yes,no
42,blue-collar,married,basic.4y,unknown,no,no
30,admin.,married,university.degree,no,yes,no
34,technician,married,university.degree,no,no,no
43,technician,single,professional.course,no,no,no
38,blue-collar,married,basic.6y,no,yes,no
35,admin.,single,university.degree,no,yes,no
26,admin.,single,high.school,no,no,no
31,blue-collar,married,basic.9y,no,yes,no
55,unemployed,married,basic.4y,unknown,yes,no
59,housemaid,married,basic.4y,unknown,no,yes
28,blue-collar,single,basic.9y,no,unknown,unknown
48,blue-collar,married,basic.9y,no,yes,no
37,services,married,basic.9y,no,yes,no
35,blue-collar,married,basic.6y,unknown,no,no
30,admin.,single,high.school,no,yes,yes
30,admin.,single,high.school,no,no,no
32,admin.,single,university.degree,unknown,no,no
53,admin.,married,high.school,no,yes,no
34,blue-collar,married,basic.4y,no,no,no
51,unemployed,married,basic.9y,unknown,yes,no
43,admin.,married,high.school,no,yes,no
54,retired,divorced,basic.4y,no,yes,no
45,services,single,professional.course,unknown,no,no
46,management,single,university.degree,no,no,no
57,admin.,divorced,university.degree,no,yes,no
34,admin.,divorced,university.degree,no,no,no
33,housemaid,married,basic.4y,no,no,no
48,admin.,married,high.school,no,yes,no
37,unknown,married,university.degree,no,no,yes
33,self-employed,married,university.degree,no,yes,no
36,admin.,single,university.degree,no,no,yes
48,unknown,married,basic.4y,unknown,no,no
28,blue-collar,single,basic.9y,no,yes,no
30,admin.,single,university.degree,no,yes,no
31,management,single,university.degree,no,no,no
51,unemployed,married,basic.9y,unknown,no,no
26,admin.,married,high.school,unknown,no,no
40,blue-collar,married,basic.6y,unknown,no,no
40,blue-collar,married,basic.6y,unknown,yes,no
51,blue-collar,divorced,basic.4y,no,no,no
30,blue-collar,single,basic.9y,no,yes,no
34,entrepreneur,married,professional.course,no,yes,no
51,blue-collar,divorced,basic.4y,no,no,no
39,admin.,single,high.school,unknown,no,no
57,blue-collar,married,basic.4y,unknown,no,yes
33,technician,divorced,high.school,no,no,no
33,management,married,basic.4y,no,yes,yes
22,blue-collar,single,basic.6y,unknown,unknown,unknown
38,admin.,married,university.degree,no,unknown,unknown
56,technician,married,basic.4y,unknown,unknown,unknown
45,services,married,high.school,no,no,no
50,technician,married,professional.course,no,no,no
28,admin.,married,university.degree,no,yes,no
53,technician,married,professional.course,unknown,yes,no
39,self-employed,married,basic.4y,unknown,yes,no
33,technician,divorced,professional.course,no,no,no
38,management,married,basic.9y,no,yes,no
35,admin.,single,high.school,no,yes,yes
28,blue-collar,married,basic.9y,unknown,no,no
30,technician,single,university.degree,unknown,no,no
37,admin.,single,university.degree,no,no,no
42,housemaid,married,high.school,unknown,yes,no
35,services,single,high.school,no,no,yes
48,admin.,divorced,high.school,no,no,yes
41,technician,married,professional.course,unknown,yes,no
26,blue-collar,married,basic.9y,no,no,no
26,blue-collar,single,high.school,unknown,no,no
47,blue-collar,married,basic.4y,unknown,no,yes
58,retired,married,unknown,no,unknown,unknown
58,retired,married,unknown,no,unknown,unknown
54,management,divorced,university.degree,no,yes,no
38,blue-collar,single,basic.9y,no,yes,no
40,technician,divorced,university.degree,no,yes,no
35,admin.,married,university.degree,no,yes,no
35,blue-collar,married,basic.9y,no,no,no
34,admin.,married,professional.course,no,yes,no
28,technician,married,high.school,no,no,no
36,services,single,basic.9y,no,yes,yes
42,admin.,single,high.school,no,no,no
37,technician,single,university.degree,no,yes,no
45,services,married,basic.9y,no,no,no
48,self-employed,married,basic.9y,unknown,yes,no
53,technician,married,professional.course,unknown,yes,no
42,technician,married,basic.6y,no,yes,no
53,technician,married,professional.course,unknown,yes,no
53,technician,married,professional.course,unknown,yes,yes
33,blue-collar,divorced,basic.6y,unknown,yes,no
30,unknown,single,university.degree,no,no,no
34,admin.,married,university.degree,no,no,no
48,technician,married,high.school,no,no,no
34,admin.,married,university.degree,no,no,no
49,services,divorced,basic.9y,no,yes,no
48,technician,married,high.school,no,no,yes
38,blue-collar,single,university.degree,unknown,no,no
44,technician,married,professional.course,unknown,yes,no
36,blue-collar,married,basic.9y,unknown,no,yes
44,blue-collar,divorced,basic.4y,unknown,yes,no
50,self-employed,married,university.degree,no,yes,yes
38,blue-collar,single,university.degree,unknown,no,no
41,technician,married,professional.course,no,yes,no
45,blue-collar,married,basic.4y,no,no,no
53,admin.,married,university.degree,no,yes,no
36,entrepreneur,married,university.degree,no,yes,no
45,services,married,high.school,no,yes,no
34,services,married,basic.9y,unknown,yes,no
37,blue-collar,married,professional.course,no,no,yes
25,technician,single,university.degree,no,yes,no
35,admin.,divorced,university.degree,no,no,yes
34,admin.,married,university.degree,no,no,no
32,unknown,married,basic.6y,unknown,no,no
32,admin.,divorced,high.school,no,no,no
39,self-employed,single,university.degree,no,no,no
36,admin.,married,high.school,no,no,yes
46,entrepreneur,married,university.degree,no,yes,no
56,entrepreneur,married,university.degree,no,no,no
37,technician,single,basic.9y,unknown,no,yes
37,technician,single,basic.9y,unknown,no,no
39,blue-collar,married,high.school,no,yes,no
52,services,married,unknown,unknown,no,no
39,services,married,unknown,unknown,no,no
52,services,married,unknown,unknown,no,no
51,technician,married,professional.course,unknown,no,no
42,technician,single,unknown,no,no,no
34,technician,married,high.school,no,no,yes
28,blue-collar,married,basic.9y,no,yes,no
43,self-employed,single,professional.course,unknown,yes,yes
41,technician,single,professional.course,no,yes,no
54,technician,married,professional.course,no,no,yes
53,blue-collar,married,basic.9y,no,yes,no
47,admin.,married,university.degree,unknown,no,no
47,admin.,married,university.degree,unknown,no,no
39,blue-collar,married,basic.9y,no,no,no
37,services,married,high.school,no,no,no
40,technician,married,professional.course,unknown,no,no
35,services,divorced,professional.course,unknown,no,no
56,admin.,divorced,unknown,unknown,yes,yes
36,admin.,married,high.school,unknown,no,no
45,blue-collar,married,basic.4y,unknown,yes,no
38,technician,single,university.degree,no,yes,yes
41,technician,married,professional.course,no,no,no
37,blue-collar,married,professional.course,unknown,no,no
45,admin.,single,university.degree,no,no,yes
48,services,married,high.school,unknown,no,no
29,admin.,single,basic.9y,unknown,no,no
38,technician,single,university.degree,no,no,no
48,services,married,high.school,unknown,yes,no
40,blue-collar,married,high.school,no,no,no
38,blue-collar,single,university.degree,unknown,yes,no
42,blue-collar,married,basic.4y,no,no,no
32,blue-collar,married,basic.9y,no,no,no
56,admin.,married,unknown,unknown,yes,no
54,services,married,unknown,no,no,no
60,retired,married,basic.4y,unknown,no,no
47,admin.,married,high.school,unknown,yes,no
46,blue-collar,married,unknown,unknown,no,no
42,admin.,single,high.school,no,no,no
55,blue-collar,married,basic.4y,unknown,yes,yes
37,services,married,high.school,no,yes,no
38,technician,single,university.degree,no,no,no
45,technician,married,university.degree,unknown,yes,no
32,blue-collar,married,basic.6y,no,no,yes
37,blue-collar,married,professional.course,unknown,yes,yes
30,technician,married,university.degree,no,yes,no
36,blue-collar,married,high.school,no,no,yes
48,admin.,married,high.school,no,no,no
51,admin.,single,basic.6y,no,no,no
46,housemaid,married,basic.4y,no,no,yes
48,blue-collar,divorced,basic.4y,unknown,no,no
47,services,married,high.school,unknown,no,no
41,blue-collar,married,basic.4y,unknown,yes,no
53,retired,single,professional.course,unknown,yes,no
55,retired,married,basic.4y,unknown,yes,no
44,management,married,university.degree,unknown,no,no
48,blue-collar,married,basic.4y,no,yes,no
50,services,married,unknown,unknown,no,no
34,blue-collar,married,basic.9y,no,no,no
38,entrepreneur,married,basic.9y,no,no,no
42,unemployed,single,university.degree,no,no,no
57,retired,married,university.degree,no,yes,no
58,blue-collar,divorced,basic.4y,no,yes,no
48,management,married,university.degree,unknown,yes,no
32,admin.,divorced,high.school,no,no,no
35,admin.,single,university.degree,no,no,no
55,retired,married,basic.6y,unknown,no,no
47,blue-collar,married,basic.4y,no,yes,yes
31,services,married,basic.6y,unknown,no,no
38,technician,married,professional.course,no,yes,no
49,self-employed,married,professional.course,no,yes,no
33,self-employed,divorced,basic.9y,no,yes,no
27,admin.,single,university.degree,no,yes,yes
45,technician,married,university.degree,no,yes,yes
34,management,divorced,university.degree,no,yes,no
38,blue-collar,married,basic.4y,unknown,yes,no
45,technician,single,professional.course,no,no,no
28,admin.,single,unknown,no,no,no
54,blue-collar,married,basic.4y,unknown,no,no
58,retired,married,professional.course,unknown,no,yes
48,blue-collar,married,unknown,unknown,no,no
57,admin.,divorced,basic.9y,unknown,no,no
28,admin.,married,university.degree,no,unknown,unknown
49,blue-collar,married,basic.9y,unknown,no,no
60,retired,married,university.degree,unknown,unknown,unknown
39,services,divorced,basic.9y,no,no,no
40,self-employed,married,professional.course,no,no,no
58,unknown,married,basic.4y,no,no,yes
36,blue-collar,married,basic.9y,unknown,no,no
59,retired,married,university.degree,no,no,no
42,admin.,married,basic.6y,no,no,no
35,student,single,university.degree,unknown,no,no
42,blue-collar,divorced,high.school,no,no,no
37,blue-collar,married,high.school,no,yes,no
49,blue-collar,married,basic.4y,unknown,no,no
39,blue-collar,married,basic.9y,unknown,yes,yes
46,blue-collar,married,basic.9y,unknown,no,no
36,admin.,married,high.school,no,no,no
35,technician,married,professional.course,no,no,no
51,blue-collar,married,basic.4y,unknown,no,no
40,blue-collar,divorced,basic.9y,unknown,yes,yes
32,blue-collar,married,basic.9y,no,yes,no
42,admin.,divorced,university.degree,no,no,no
25,admin.,single,university.degree,no,no,no
46,blue-collar,married,basic.6y,unknown,yes,no
42,admin.,married,basic.6y,no,no,no
47,management,married,basic.4y,unknown,yes,no
56,admin.,married,high.school,no,no,no
27,blue-collar,married,basic.4y,unknown,no,no
47,housemaid,married,university.degree,no,no,no
30,management,single,university.degree,no,yes,no
48,admin.,divorced,high.school,no,no,no
45,management,married,unknown,unknown,yes,no
58,retired,married,high.school,no,yes,no
39,blue-collar,married,basic.9y,unknown,yes,no
54,admin.,married,university.degree,no,no,no
33,management,single,university.degree,no,yes,yes
58,retired,divorced,professional.course,unknown,yes,no
39,admin.,married,high.school,unknown,yes,no
49,self-employed,married,professional.course,no,yes,no
33,blue-collar,married,basic.9y,no,no,no
40,housemaid,divorced,unknown,no,no,no
49,services,married,high.school,no,yes,no
50,housemaid,single,unknown,no,yes,no
40,blue-collar,single,basic.9y,no,no,no
50,services,married,unknown,unknown,no,no
30,technician,married,university.degree,unknown,no,no
32,admin.,married,university.degree,no,yes,no
59,retired,married,basic.4y,unknown,no,no
53,technician,married,professional.course,no,no,no
43,admin.,divorced,basic.9y,no,unknown,unknown
48,self-employed,married,basic.9y,unknown,yes,no
47,unknown,divorced,basic.4y,unknown,no,no
53,blue-collar,married,basic.9y,unknown,yes,no
37,admin.,married,high.school,unknown,no,no
26,services,single,high.school,no,yes,no
38,technician,single,professional.course,no,yes,no
36,admin.,married,university.degree,no,no,no
45,admin.,married,basic.9y,no,yes,no
47,technician,married,basic.9y,no,yes,no
36,technician,married,professional.course,no,no,yes
47,technician,married,basic.9y,no,no,no
